DRAWING_ID,CLEAN_PDF,MARKED_PDF,FACIT_XLSX,BLUEBEAM_XML,CVAT,OTHER_REFERENCE,REVISION,EXPOSURE,STATUS,VALIDATION_SET,CONTENT_CHECK
V-50-1-1021,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1021 - Plan 01, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1021 - Plan 01, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1022,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1022 - Plan 01, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1022 - Plan 01, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1023,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1023 - Plan 01, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1023 - Plan 01, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1024,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1024 - Plan 01, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1024 - Plan 01, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1032,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1032 - Plan 01, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1032 - Plan 01, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1034,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1034 - Plan 01, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1034 - Plan 01, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1041,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1041 - Plan 01, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1041 - Plan 01, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1042,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1042 - Plan 01, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1042 - Plan 01, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1043,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1043 - Plan 01, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1043 - Plan 01, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1044,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1044 - Plan 01, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1044 - Plan 01, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1111,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1111 - Plan 02, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1111 - Plan 02, Del 11, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1112,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1112 - Plan 02, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1112 - Plan 02, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1113,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1113 - Plan 02, Del 13, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1113 - Plan 02, Del 13, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1114,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1114 - Plan 02, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1114 - Plan 02, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1121,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1121 - Plan 02, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1121 - Plan 02, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1122,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1122 - Plan 02, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1122 - Plan 02, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1123,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1123 - Plan 02, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1123 - Plan 02, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1124,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1124 - Plan 02, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1124 - Plan 02, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1132,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1132 - Plan 02, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1132 - Plan 02, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1134,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1134 - Plan 02, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1134 - Plan 02, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1141,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1141 - Plan 02, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1141 - Plan 02, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1142,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1142 - Plan 02, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1142 - Plan 02, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1143,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1143 - Plan 02, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1143 - Plan 02, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1144,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1144 - Plan 02, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1144 - Plan 02, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1211,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1211 - Plan 03, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1211 - Plan 03, Del 11, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1212,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1212 - Plan 03, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1212 - Plan 03, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1213,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1213 - Plan 03, Del 13, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1213 - Plan 03, Del 13, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1214,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1214 - Plan 03, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1214 - Plan 03, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1221,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1221 - Plan 03, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1221 - Plan 03, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1222,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1222 - Plan 03, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1222 - Plan 03, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1223,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1223 - Plan 03, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1223 - Plan 03, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1224,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1224 - Plan 03, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1224 - Plan 03, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1232,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1232 - Plan 03, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1232 - Plan 03, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1234,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1234 - Plan 03, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1234 - Plan 03, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1241,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1241 - Plan 03, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1241 - Plan 03, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1242,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1242 - Plan 03, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1242 - Plan 03, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1243,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1243 - Plan 03, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1243 - Plan 03, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1244,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1244 - Plan 03, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1244 - Plan 03, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1311,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1311 - Plan 04, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1311 - Plan 04, Del 11, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1312,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1312 - Plan 04, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1312 - Plan 04, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1313,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1313 - Plan 04, Del 13, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1313 - Plan 04, Del 13, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1314,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1314 - Plan 04, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1314 - Plan 04, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1321,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1321 - Plan 04, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1321 - Plan 04, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1322,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1322 - Plan 04, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1322 - Plan 04, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1323,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1323 - Plan 04, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1323 - Plan 04, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1324,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1324 - Plan 04, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1324 - Plan 04, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1332,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1332 - Plan 04, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1332 - Plan 04, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1334,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1334 - Plan 04, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1334 - Plan 04, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1341,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1341 - Plan 04, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1341 - Plan 04, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1342,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1342 - Plan 04, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1342 - Plan 04, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1343,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1343 - Plan 04, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1343 - Plan 04, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1344,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1344 - Plan 04, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1344 - Plan 04, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1411,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1411 - Plan 05, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1411 - Plan 05, Del 11, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1412,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1412 - Plan 05, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1412 - Plan 05, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1413,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1413 - Plan 05, Del 13, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1413 - Plan 05, Del 13, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1421,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1421 - Plan 05, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1421 - Plan 05, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1422,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1422 - Plan 05, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1422 - Plan 05, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1423,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1423 - Plan 05, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1423 - Plan 05, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1424,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1424 - Plan 05, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1424 - Plan 05, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1432,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1432 - Plan 05, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1432 - Plan 05, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1434,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1434 - Plan 05, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1434 - Plan 05, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1441,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1441 - Plan 05, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1441 - Plan 05, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1442,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1442 - Plan 05, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1442 - Plan 05, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1443,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1443 - Plan 05, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1443 - Plan 05, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1444,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1444 - Plan 05, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1444 - Plan 05, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1511,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1511 - Plan 06, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1511 - Plan 06, Del 11, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1512,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1512 - Plan 06, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1512 - Plan 06, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1513,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1513 - Plan 06, Del 13, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1513 - Plan 06, Del 13, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1514,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1514 - Plan 06, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1514 - Plan 06, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1521,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1521 - Plan 06, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1521 - Plan 06, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1522,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1522 - Plan 06, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1522 - Plan 06, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1523,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1523 - Plan 06, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1523 - Plan 06, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1524,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1524 - Plan 06, Del 24, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1524 - Plan 06, Del 24, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1532,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1532 - Plan 06, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Other drawings (different format)/Axis/V50-1-1532 - Plan 06, Del 32, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1532 - Plan 06, Del 11, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1532 - Plan 06, Del 32, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1534,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1534 - Plan 06, Del 34, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1534 - Plan 06, Del 34, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1541,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1541 - Plan 06, Del 41, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1541 - Plan 06, Del 41, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1542,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1542 - Plan 06, Del 42, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1542 - Plan 06, Del 42, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1543,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1543 - Plan 06, Del 43, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1543 - Plan 06, Del 43, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1544,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1544 - Plan 06, Del 44, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1544 - Plan 06, Del 44, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1612,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1612 - Plan 07, Del 12, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1612 - Plan 07, Del 12, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1614,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1614 - Plan 07, Del 14, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1614 - Plan 07, Del 14, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1621,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1621 - Plan 07, Del 21, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1621 - Plan 07, Del 21, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1622,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1622 - Plan 07, Del 22, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1622 - Plan 07, Del 22, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
V-50-1-1623,,,,,,"Drawings/Other drawings (different format)/Axis/V50-1-1623 - Plan 07, Del 23, Värme & Sanitäranlägg-.pdf; Drawings/Style of drawings/7/V50-1-1623 - Plan 07, Del 23, Värme & Sanitäranlägg-.pdf",,,UNPAIRED,UNEXPOSED_SO_FAR,NOT_A_PAIR
